listing_id,source,category,make,model,year,engine_cc,fuel_type,transmission,mileage_km,color,condition,num_owners,registered,registration_city,city,price_pkr,listing_date
PK-36862689,OLX,Car,Suzuki,Swift,2023,1300,Petrol,Manual,16000,White,Good,3,Yes,Sukkur,Lahore,2656000,2024-02-01
PK-13442912,PakWheels,Motorcycle,Honda,CB 150F,2023,150,Petrol,Manual,10400,Black,Good,2,No,Un-Registered,Karachi,316000,2023-10-29
PK-31020395,OLX,Car,Hyundai,Elantra,2023,2000,Hybrid,CVT,9500,Golden,Excellent,1,Yes,Gujranwala,Karachi,6335000,2024-12-12
PK-26866817,PakWheels,Motorcycle,Honda,CB 300R,2023,300,Petrol,Manual,8800,Orange,Good,1,Yes,Gujranwala,Lahore,788000,2024-07-25
PK-27060284,PakWheels,Motorcycle,United,US 100,2022,100,Petrol,Manual,15800,Red,Good,1,Yes,Sargodha,Lahore,99000,2023-09-13
PK-71793066,PakWheels,Car,Honda,City,2022,1200,Petrol,Automatic,19500,Beige,Fair,3,Yes,Rawalpindi,Karachi,2861000,2024-11-02
PK-35278389,PakWheels,Car,Suzuki,Alto,2019,660,Petrol,Automatic,81000,Pearl White,Good,1,Yes,Hyderabad,Faisalabad,1414000,2024-01-26
PK-60469084,PakWheels,Car,Kia,Picanto,2024,1000,Petrol,Manual,0,White,Needs Work,1,Yes,Larkana,Islamabad,1870000,2023-12-02
PK-77314458,OLX,Motorcycle,Honda,CG 125,2024,125,Petrol,Manual,0,Blue,Good,3,Yes,Quetta,Islamabad,190000,2023-06-11
PK-47521998,OLX,Motorcycle,Honda,Pridor,2024,100,Petrol,Manual,0,Black,Good,1,Yes,Multan,Sialkot,139000,2024-11-10
PK-21969785,OLX,Car,Honda,Fit,2020,1300,Diesel,Manual,48500,Golden,Good,2,Yes,Karachi,Lahore,2034000,2024-03-31
PK-26415312,PakWheels,Car,Honda,Fit,2020,1300,Petrol,Manual,46000,Silver,Excellent,2,Yes,Sargodha,Quetta,2129000,2023-08-09
PK-97906587,PakWheels,Car,Hyundai,Elantra,2020,2000,Hybrid,Automatic,24500,Beige,Good,1,Yes,Sukkur,Rawalpindi,5356000,2023-05-04
PK-79937264,OLX,Car,Toyota,Hilux,2022,2800,Petrol,CVT,33500,Golden,Good,1,Yes,Larkana,Faisalabad,7573000,2023-12-10
PK-29960753,OLX,Car,Kia,Picanto,2019,1000,Petrol,Manual,25500,White,Good,1,Yes,Sukkur,Bahawalpur,1886000,2024-07-16
PK-61927461,OLX,Car,Changan,Oshan X7,2021,1500,Diesel,Manual,51000,Blue,Excellent,1,Yes,Larkana,Lahore,5836000,2024-07-06
PK-37472503,PakWheels,Car,Proton,Saga,2022,1300,Petrol,Manual,24000,Brown,Good,4,No,Un-Registered,Peshawar,2668000,2024-02-04
PK-98521869,PakWheels,Car,Changan,Alsvin,2023,1500,CNG+Petrol,Manual,9000,Green,Excellent,3,Yes,Lahore,Multan,3663000,2023-04-19
PK-21397884,PakWheels,Car,Toyota,Hilux,2022,2800,CNG+Petrol,Manual,34000,Red,Good,1,Yes,Karachi,Hyderabad,7889000,2023-07-09
PK-64359652,PakWheels,Car,Suzuki,Alto,2020,660,Hybrid,Manual,48000,Green,Good,1,Yes,Multan,Karachi,1360000,2023-10-07
PK-20404563,OLX,Motorcycle,Suzuki,Gixxer 150,2019,150,Petrol,Manual,35800,Red,Fair,1,Yes,Gujranwala,Faisalabad,255000,2024-03-15
PK-57230948,PakWheels,Car,Honda,City,2023,1200,Petrol,CVT,13000,White,Excellent,2,Yes,Sialkot,Lahore,3578000,2023-07-06
PK-35684562,PakWheels,Motorcycle,Suzuki,GD 110S,2017,110,Petrol,Manual,88400,Red,Fair,2,No,Un-Registered,Hyderabad,102000,2023-08-05
PK-46465282,PakWheels,Motorcycle,Honda,CB 125F,2020,125,Petrol,Manual,34800,Orange,Good,1,No,Un-Registered,Islamabad,170000,2024-08-22
PK-17212503,PakWheels,Car,Honda,Civic,2024,1800,Diesel,Automatic,0,Beige,Good,2,Yes,Gujranwala,Rawalpindi,5271000,2024-11-27
PK-75268732,PakWheels,Car,Toyota,Corolla,2022,1800,Petrol,Manual,19000,Silver,Good,1,Yes,Sargodha,Karachi,3713000,2024-08-23
PK-96029716,OLX,Motorcycle,Yamaha,MT-15,2021,155,Petrol,Manual,16600,Orange,Good,2,Yes,Larkana,Lahore,735000,2023-11-15
PK-19666479,PakWheels,Car,Toyota,Corolla,2019,1800,Petrol,Automatic,57000,Beige,Excellent,1,Yes,Bahawalpur,Rawalpindi,3076000,2024-11-06
PK-59085448,OLX,Motorcycle,Honda,CD 70,2016,70,Petrol,Manual,35400,Orange,Excellent,1,Yes,Islamabad,Peshawar,76000,2023-11-08
PK-35979617,OLX,Motorcycle,Yamaha,MT-15,2023,155,Petrol,Manual,11400,Blue,Fair,1,Yes,Larkana,Multan,742000,2024-04-19
PK-35461072,PakWheels,Car,Suzuki,Alto,2024,660,Petrol,Automatic,0,Grey,Excellent,1,Yes,Peshawar,Hyderabad,1862000,2023-10-20
PK-26401667,PakWheels,Car,Honda,Fit,2020,1300,Petrol,Automatic,35000,Maroon,Needs Work,1,Yes,Lahore,Gujranwala,1530000,2024-06-14
PK-68620564,OLX,Motorcycle,Honda,CB 125F,2020,125,Petrol,Manual,33800,Grey,Excellent,1,Yes,Lahore,Karachi,178000,2023-01-26
PK-87391983,PakWheels,Car,Suzuki,Jimny,2023,1500,CNG+Petrol,Manual,7000,Black,Good,2,Yes,Islamabad,Lahore,5482000,2024-06-08
PK-52334353,PakWheels,Motorcycle,Yamaha,YBZ 125,2024,125,Petrol,Manual,0,Orange,Fair,2,Yes,Faisalabad,Multan,188000,2024-05-26
PK-87115184,OLX,Car,Honda,BRV,2024,1500,Petrol,Manual,0,Silver,Fair,1,Yes,Karachi,Peshawar,5347000,2023-07-10
PK-59330907,PakWheels,Car,Toyota,Yaris,2020,1300,CNG+Petrol,CVT,41500,Red,Excellent,1,No,Un-Registered,Bahawalpur,2480000,2024-12-07
PK-26149750,OLX,Car,Toyota,Prius,2017,1800,Petrol,Manual,118000,White,Good,1,Yes,Larkana,Faisalabad,5100000,2023-05-03
PK-12174497,PakWheels,Car,Kia,Stonic,2023,1000,Petrol,CVT,6500,White,Excellent,1,No,Un-Registered,Islamabad,5150000,2024-06-25
PK-93952535,PakWheels,Motorcycle,Ravi,RX 110,2016,110,Petrol,Manual,64200,Green,Good,1,Yes,Sargodha,Lahore,72000,2023-02-27
PK-87031592,OLX,Car,MG,ZS,2022,1500,Hybrid,Manual,29500,Grey,Needs Work,3,Yes,Hyderabad,Gujranwala,4675000,2024-02-09
PK-16757047,OLX,Car,Honda,Civic,2022,1800,Petrol,Automatic,19000,Brown,Excellent,1,Yes,Peshawar,Lahore,5324000,2024-04-26
PK-37622679,PakWheels,Car,Honda,Civic,2023,1800,Petrol,Automatic,7000,White,Needs Work,2,Yes,Karachi,Peshawar,3646000,2023-05-04
PK-97498966,OLX,Motorcycle,Honda,CG 125,2019,125,Petrol,Manual,32600,White,Good,1,No,Un-Registered,Lahore,122000,2024-03-07
PK-76620601,OLX,Car,Kia,Sorento,2022,2500,Petrol,Manual,21000,Green,Excellent,1,Yes,Sukkur,Sukkur,11744000,2023-01-01
PK-67226784,PakWheels,Car,Honda,BRV,2018,1500,Petrol,Manual,59500,Grey,Fair,2,Yes,Islamabad,Quetta,3825000,2023-11-02
PK-21668838,OLX,Car,Toyota,Hilux,2019,2800,Petrol,Manual,57500,Blue,Fair,1,Yes,Sargodha,Larkana,6375000,2024-11-23
PK-12019270,PakWheels,Car,Proton,X70,2024,1800,Petrol,Manual,0,Silver,Fair,1,Yes,Rawalpindi,Faisalabad,6341000,2024-11-09
PK-86072327,PakWheels,Car,Suzuki,Wagon R,2024,1000,CNG+Petrol,CVT,0,Green,Excellent,1,No,Un-Registered,Hyderabad,2240000,2024-08-08
PK-81794497,OLX,Car,Kia,Sportage,2024,2000,CNG+Petrol,Automatic,0,Red,Good,4,Yes,Sargodha,Lahore,6892000,2024-10-16
PK-94935156,OLX,Motorcycle,Honda,CB 150F,2021,150,Petrol,Manual,14000,Green,Good,1,Yes,Quetta,Karachi,289000,2024-12-01
PK-46122030,PakWheels,Motorcycle,Honda,CB 125F,2022,125,Petrol,Manual,21400,White,Fair,2,No,Un-Registered,Karachi,169000,2024-06-01
PK-70656268,OLX,Motorcycle,Honda,CG 125,2021,125,Petrol,Manual,27600,Blue,Good,2,Yes,Bahawalpur,Sialkot,141000,2023-10-18
PK-85354139,OLX,Motorcycle,Suzuki,Gixxer 150,2020,150,Petrol,Manual,23000,Orange,Good,1,Yes,Lahore,Larkana,282000,2023-04-26
PK-89546475,OLX,Motorcycle,Honda,Pridor,2022,100,Petrol,Manual,19800,White,Fair,2,Yes,Islamabad,Multan,109000,2023-01-11
PK-46768003,OLX,Motorcycle,Yamaha,YBZ 125,2024,125,Petrol,Manual,0,Silver,Excellent,1,No,Un-Registered,Bahawalpur,205000,2023-02-17
PK-33422085,OLX,Motorcycle,Ravi,RX 70,2024,70,Petrol,Manual,0,Silver,Excellent,1,Yes,Faisalabad,Sukkur,86000,2024-11-12
PK-17634795,OLX,Car,Toyota,Fortuner,2015,2700,Petrol,CVT,109000,Golden,Excellent,1,Yes,Sukkur,Peshawar,7650000,2024-08-04
PK-26882710,OLX,Motorcycle,Ravi,RX 110,2016,110,Petrol,Manual,42000,Green,Needs Work,1,Yes,Faisalabad,Lahore,72000,2023-04-25
PK-69521496,OLX,Car,Suzuki,Jimny,2024,1500,Hybrid,CVT,0,Grey,Needs Work,1,Yes,Gujranwala,Karachi,4080000,2023-06-08
PK-78486658,OLX,Car,Honda,City,2020,1200,Petrol,Manual,49500,Brown,Good,1,Yes,Gujranwala,Multan,2749000,2024-01-19
PK-63027777,OLX,Car,Kia,Sorento,2021,2500,Diesel,Manual,29000,Brown,Fair,1,Yes,Multan,Hyderabad,9144000,2023-05-22
PK-92550490,PakWheels,Car,Proton,X70,2023,1800,Petrol,Automatic,8500,White,Fair,2,Yes,Islamabad,Islamabad,6500000,2023-04-02
PK-35733346,OLX,Car,Kia,Sportage,2023,2000,Petrol,Automatic,10500,Beige,Needs Work,1,Yes,Gujranwala,Sialkot,5100000,2023-11-29
PK-56359602,OLX,Car,Toyota,Prius,2019,1800,Petrol,Automatic,54000,Grey,Excellent,2,No,Un-Registered,Karachi,5281000,2023-10-04
PK-55622852,PakWheels,Car,MG,5,2024,1500,Petrol,Manual,0,Red,Good,1,Yes,Sargodha,Islamabad,5347000,2023-11-19
PK-39829291,OLX,Car,MG,ZS,2021,1500,Petrol,Manual,31500,Green,Fair,1,Yes,Hyderabad,Karachi,4920000,2023-07-28
PK-14273819,PakWheels,Motorcycle,Suzuki,Gixxer 150,2023,150,Petrol,Manual,9000,Blue,Fair,1,Yes,Hyderabad,Islamabad,315000,2024-11-06
PK-16104857,PakWheels,Car,Suzuki,Wagon R,2021,1000,Diesel,Manual,33000,Beige,Excellent,4,Yes,Rawalpindi,Lahore,1786000,2024-01-25
PK-74252205,PakWheels,Car,Suzuki,Wagon R,2020,1000,Petrol,Manual,36000,Maroon,Fair,1,No,Un-Registered,Peshawar,1452000,2024-03-13
PK-25940510,PakWheels,Car,MG,HS,2022,1500,Petrol,Automatic,17500,Maroon,Needs Work,1,Yes,Hyderabad,Rawalpindi,6375000,2024-04-29
PK-31258229,PakWheels,Motorcycle,Ravi,RX 70,2019,70,Petrol,Manual,25000,Grey,Excellent,2,Yes,Larkana,Peshawar,60000,2024-03-05
PK-48576809,OLX,Car,Kia,Sportage,2019,2000,Petrol,Manual,84000,Black,Needs Work,2,Yes,Larkana,Rawalpindi,5100000,2024-11-07
PK-56616057,OLX,Car,Toyota,Land Cruiser,2016,4000,CNG+Petrol,Manual,48000,Pearl White,Fair,1,Yes,Faisalabad,Rawalpindi,21250000,2024-07-03
PK-81413985,OLX,Motorcycle,Honda,Pridor,2019,100,Petrol,Manual,39600,Grey,Excellent,1,No,Un-Registered,Larkana,100000,2024-08-15
PK-48208861,PakWheels,Car,Toyota,Hilux,2018,2800,Petrol,CVT,77000,Golden,Excellent,1,No,Un-Registered,Lahore,6375000,2024-05-07
PK-73737894,OLX,Car,Honda,Civic,2023,1800,Hybrid,Manual,16500,Brown,Excellent,4,Yes,Rawalpindi,Faisalabad,5375000,2023-09-26
PK-91943167,PakWheels,Car,Hyundai,Elantra,2022,2000,Hybrid,Manual,31500,Golden,Fair,4,Yes,Hyderabad,Sukkur,5447000,2024-09-06
PK-11370078,OLX,Car,Kia,Picanto,2019,1000,Petrol,Manual,60000,Brown,Good,2,Yes,Multan,Karachi,2096000,2024-06-21
PK-90889770,PakWheels,Car,Kia,Sportage,2023,2000,Petrol,Manual,22000,Silver,Good,4,Yes,Quetta,Islamabad,6861000,2023-06-03
PK-86258818,OLX,Car,Suzuki,Wagon R,2022,1000,Petrol,Automatic,23000,White,Excellent,1,Yes,Quetta,Peshawar,1987000,2024-10-31
PK-86166812,OLX,Car,Kia,Sportage,2019,2000,Diesel,Automatic,71000,Red,Good,2,Yes,Rawalpindi,Karachi,5264000,2024-07-29
PK-96085615,PakWheels,Car,Kia,Sportage,2023,2000,CNG+Petrol,Manual,16000,Golden,Needs Work,2,Yes,Gujranwala,Multan,5100000,2024-06-18
PK-55419618,OLX,Car,MG,ZS,2021,1500,Petrol,Automatic,37500,White,Good,2,Yes,Karachi,Faisalabad,5401000,2024-12-21
PK-38854033,PakWheels,Car,Honda,City,2018,1200,Petrol,Manual,57500,Brown,Good,1,Yes,Hyderabad,Lahore,2380000,2024-08-18
PK-93262564,PakWheels,Car,Honda,HR-V,2021,1500,Hybrid,Manual,39500,Golden,Good,4,Yes,Rawalpindi,Lahore,6895000,2023-06-11
PK-42133709,PakWheels,Car,Toyota,Prius,2021,1800,Petrol,CVT,47000,Red,Good,2,Yes,Larkana,Faisalabad,6093000,2024-08-31
PK-28317269,OLX,Motorcycle,Yamaha,YBZ 125,2018,125,Petrol,Manual,38000,Orange,Good,1,No,Un-Registered,Islamabad,135000,2023-04-29
PK-19898898,OLX,Car,Proton,Saga,2024,1300,Petrol,Manual,0,Blue,Good,2,Yes,Bahawalpur,Multan,3132000,2024-08-28
PK-44640057,PakWheels,Car,Honda,City,2024,1200,Diesel,Automatic,0,Green,Fair,1,Yes,Sargodha,Karachi,3186000,2023-01-30
PK-49570224,PakWheels,Car,Suzuki,Jimny,2024,1500,CNG+Petrol,Manual,0,Black,Excellent,1,Yes,Peshawar,Karachi,5629000,2023-08-27
PK-53072211,OLX,Car,MG,5,2023,1500,CNG+Petrol,CVT,13500,White,Fair,1,Yes,Hyderabad,Rawalpindi,4614000,2024-03-20
PK-58574991,PakWheels,Car,Kia,Sportage,2021,2000,Diesel,CVT,27000,Green,Good,1,Yes,Sialkot,Sialkot,6229000,2024-04-25
PK-98215833,OLX,Car,Honda,Civic,2018,1800,Petrol,Automatic,18000,Blue,Excellent,1,No,Un-Registered,Lahore,3719000,2024-10-27
PK-13770658,PakWheels,Car,Hyundai,Santro,2020,1000,Petrol,Manual,35500,Black,Fair,1,Yes,Rawalpindi,Lahore,1933000,2024-07-01
PK-69128491,PakWheels,Car,Hyundai,Santro,2021,1000,Petrol,Manual,34000,Brown,Good,2,Yes,Bahawalpur,Lahore,2373000,2024-10-11
PK-39439178,PakWheels,Car,Honda,City,2024,1200,Petrol,Manual,0,Maroon,Excellent,1,Yes,Gujranwala,Multan,3605000,2024-08-17
PK-46595810,OLX,Motorcycle,Honda,CB 150F,2019,150,Petrol,Manual,36400,Blue,Fair,3,Yes,Sialkot,Gujranwala,222000,2023-11-15
PK-79628631,OLX,Car,Toyota,Fortuner,2024,2700,CNG+Petrol,CVT,0,Grey,Good,2,Yes,Quetta,Peshawar,11156000,2023-04-05
PK-42015741,PakWheels,Motorcycle,Road Prince,RP 70,2019,70,Petrol,Manual,38400,Red,Excellent,2,Yes,Faisalabad,Karachi,59000,2024-03-08
PK-29381560,PakWheels,Car,Changan,Oshan X7,2022,1500,CNG+Petrol,Manual,30500,Brown,Fair,1,No,Un-Registered,Gujranwala,5564000,2023-02-13
PK-54327148,OLX,Car,Hyundai,Elantra,2021,2000,Hybrid,Automatic,40500,Pearl White,Good,2,Yes,Faisalabad,Sialkot,5179000,2024-07-24
PK-58176692,OLX,Motorcycle,Honda,CD 70,2016,70,Petrol,Manual,99200,Black,Good,1,Yes,Islamabad,Multan,76000,2023-02-11
PK-44549209,PakWheels,Car,Kia,Sorento,2024,2500,Petrol,Automatic,0,Green,Good,3,Yes,Bahawalpur,Lahore,13014000,2024-07-13
PK-18015488,OLX,Car,Hyundai,Tucson,2020,2000,Petrol,Manual,66500,White,Good,1,Yes,Sukkur,Karachi,5636000,2023-10-04
PK-46287573,PakWheels,Car,Proton,Saga,2021,1300,Petrol,CVT,41500,Maroon,Good,1,Yes,Rawalpindi,Karachi,2465000,2024-05-27
PK-95074558,OLX,Car,Toyota,Vitz,2017,1000,Petrol,CVT,78000,Pearl White,Excellent,1,Yes,Lahore,Islamabad,1886000,2023-06-05
PK-92924298,PakWheels,Motorcycle,Ravi,RX 70,2024,70,Petrol,Manual,0,Orange,Good,1,Yes,Islamabad,Rawalpindi,79000,2023-02-28
PK-89387645,OLX,Motorcycle,Suzuki,GS 150,2021,150,Petrol,Manual,17800,Orange,Good,1,Yes,Sargodha,Karachi,161000,2023-07-19
PK-18470495,OLX,Car,Hyundai,Tucson,2020,2000,CNG+Petrol,Manual,50000,Green,Good,3,Yes,Quetta,Islamabad,5860000,2023-03-07
PK-98975893,OLX,Motorcycle,Yamaha,YBZ 125,2022,125,Petrol,Manual,22000,Grey,Excellent,3,No,Un-Registered,Karachi,182000,2023-07-17
PK-18707308,PakWheels,Motorcycle,Yamaha,YBR 125,2021,125,Petrol,Manual,24400,Red,Needs Work,1,Yes,Islamabad,Islamabad,129000,2024-07-29
PK-68677738,OLX,Car,Honda,City,2023,1200,Diesel,Manual,12000,White,Good,1,Yes,Islamabad,Sukkur,3145000,2024-05-17
PK-76992672,PakWheels,Motorcycle,Honda,CG 125,2023,125,Petrol,Manual,8000,Grey,Good,3,No,Un-Registered,Karachi,162000,2023-07-03
PK-17095369,PakWheels,Car,Toyota,Prius,2022,1800,Petrol,Automatic,12000,Brown,Good,2,Yes,Gujranwala,Lahore,6491000,2023-06-09
PK-80238966,PakWheels,Motorcycle,Honda,CB 125F,2024,125,Petrol,Manual,0,Silver,Fair,1,No,Un-Registered,Quetta,204000,2023-08-06
PK-65899773,PakWheels,Car,Toyota,Fortuner,2019,2700,Petrol,Manual,74000,Brown,Good,2,Yes,Sukkur,Sargodha,8724000,2023-09-07
PK-71003845,OLX,Car,Suzuki,Every,2023,660,Diesel,Automatic,10500,Beige,Good,1,Yes,Multan,Islamabad,3035000,2024-08-15
PK-31237504,PakWheels,Motorcycle,Yamaha,R15,2023,155,Petrol,Manual,6800,Silver,Excellent,1,No,Un-Registered,Karachi,794000,2023-07-04
PK-33466548,PakWheels,Car,Toyota,Hilux,2016,2800,Petrol,Automatic,87000,Grey,Good,2,No,Un-Registered,Peshawar,6375000,2024-01-28
PK-36830304,PakWheels,Motorcycle,Yamaha,R15,2024,155,Petrol,Manual,0,White,Excellent,1,No,Un-Registered,Peshawar,826000,2023-01-16
PK-80458212,PakWheels,Motorcycle,Ravi,RX 110,2016,110,Petrol,Manual,46000,Red,Needs Work,1,Yes,Lahore,Islamabad,72000,2023-07-27
PK-14140199,PakWheels,Motorcycle,United,US 100,2017,100,Petrol,Manual,26800,Green,Excellent,1,Yes,Peshawar,Lahore,68000,2023-04-10
PK-28689791,PakWheels,Car,Hyundai,Elantra,2022,2000,Petrol,Automatic,25000,Pearl White,Good,1,No,Un-Registered,Larkana,5742000,2023-01-13
PK-75225467,OLX,Car,Toyota,Fortuner,2017,2700,CNG+Petrol,Automatic,78500,Green,Good,1,Yes,Islamabad,Peshawar,7650000,2024-10-10
PK-27902471,OLX,Motorcycle,Suzuki,Gixxer 150,2021,150,Petrol,Manual,38000,Red,Excellent,2,Yes,Faisalabad,Karachi,294000,2024-02-23
PK-55954851,OLX,Car,Suzuki,Jimny,2020,1500,Petrol,Manual,30000,Black,Excellent,3,Yes,Larkana,Rawalpindi,4639000,2023-05-10
PK-48078283,OLX,Car,Honda,Fit,2020,1300,Petrol,Manual,38000,Beige,Fair,1,Yes,Rawalpindi,Sargodha,1780000,2023-04-11
PK-75960481,OLX,Car,Suzuki,Cultus,2021,1000,Petrol,Manual,25000,Pearl White,Needs Work,1,No,Un-Registered,Karachi,1530000,2023-03-04
PK-19743050,PakWheels,Car,Kia,Sportage,2022,2000,Hybrid,CVT,23500,Brown,Excellent,3,Yes,Faisalabad,Faisalabad,7402000,2024-01-24
PK-17968882,OLX,Car,Suzuki,Jimny,2024,1500,Hybrid,Manual,0,Golden,Good,1,Yes,Islamabad,Bahawalpur,5826000,2023-10-03
PK-35221850,PakWheels,Car,Hyundai,Elantra,2024,2000,Hybrid,Manual,0,Maroon,Good,1,Yes,Quetta,Multan,6334000,2023-03-03
PK-89312100,OLX,Car,Proton,Saga,2022,1300,CNG+Petrol,Manual,21000,White,Excellent,3,Yes,Bahawalpur,Islamabad,3256000,2024-02-29
PK-79511019,OLX,Car,MG,HS,2022,1500,Petrol,Automatic,34500,Red,Excellent,1,Yes,Islamabad,Faisalabad,8256000,2023-01-30
PK-71179282,OLX,Car,Hyundai,Santro,2020,1000,Petrol,Automatic,34000,Grey,Good,1,Yes,Multan,Karachi,1932000,2023-12-03
PK-33999716,PakWheels,Car,Hyundai,Santro,2024,1000,CNG+Petrol,CVT,0,Silver,Good,3,Yes,Lahore,Multan,2533000,2023-07-12
PK-24708879,PakWheels,Car,Toyota,Yaris,2024,1300,Petrol,Manual,0,Blue,Fair,2,Yes,Sargodha,Karachi,2804000,2023-05-30
PK-66811657,OLX,Car,Changan,Alsvin,2021,1500,Petrol,Manual,32500,Green,Good,1,No,Un-Registered,Lahore,3001000,2023-04-07
PK-70941167,PakWheels,Car,MG,HS,2024,1500,CNG+Petrol,Manual,0,Maroon,Fair,2,Yes,Sialkot,Islamabad,6798000,2023-06-05
PK-47839392,PakWheels,Car,Hyundai,Elantra,2024,2000,Petrol,Manual,0,White,Good,3,Yes,Karachi,Sargodha,6104000,2024-06-03
PK-26531527,PakWheels,Motorcycle,Honda,CD 70,2019,70,Petrol,Manual,31000,Orange,Excellent,2,Yes,Faisalabad,Sialkot,88000,2024-12-03
PK-81752116,OLX,Car,Suzuki,Cultus,2017,1000,Diesel,Manual,67000,White,Good,4,No,Un-Registered,Lahore,1530000,2024-10-19
PK-96155337,PakWheels,Car,Kia,Stonic,2021,1000,Petrol,Automatic,37000,Green,Excellent,2,Yes,Larkana,Rawalpindi,4726000,2024-03-02
PK-96871612,PakWheels,Car,Honda,Civic,2022,1800,Petrol,Manual,19500,Blue,Good,1,Yes,Hyderabad,Karachi,5347000,2023-06-09
PK-41512912,OLX,Car,Kia,Stonic,2023,1000,Petrol,Automatic,14000,White,Good,1,Yes,Multan,Islamabad,4834000,2024-09-16
PK-38574272,OLX,Car,Toyota,Fortuner,2019,2700,Petrol,CVT,71500,White,Excellent,1,Yes,Karachi,Islamabad,8419000,2023-06-16
PK-39408618,PakWheels,Motorcycle,Suzuki,GD 110S,2019,110,Petrol,Manual,48200,Grey,Excellent,2,Yes,Lahore,Gujranwala,118000,2023-12-17
PK-14816040,PakWheels,Motorcycle,Yamaha,YBZ 125,2022,125,Petrol,Manual,9600,White,Excellent,1,Yes,Quetta,Islamabad,189000,2023-09-19
PK-41909375,OLX,Car,MG,5,2022,1500,Petrol,Manual,17500,Silver,Excellent,2,Yes,Faisalabad,Multan,4846000,2024-04-27
PK-79667126,PakWheels,Motorcycle,Road Prince,RP 125,2020,125,Petrol,Manual,29800,Black,Fair,1,Yes,Peshawar,Gujranwala,93000,2023-02-28
PK-40943650,PakWheels,Car,Hyundai,Santro,2024,1000,Hybrid,Manual,0,Pearl White,Fair,3,Yes,Quetta,Gujranwala,2284000,2024-09-06
PK-38081593,PakWheels,Car,Hyundai,Santro,2021,1000,CNG+Petrol,Manual,46000,Brown,Good,2,No,Un-Registered,Hyderabad,2178000,2024-08-01
PK-73702683,OLX,Car,Toyota,Fortuner,2015,2700,Petrol,Manual,146000,Green,Good,2,Yes,Sukkur,Lahore,7650000,2024-04-02
PK-65638876,OLX,Motorcycle,Honda,CG 125,2015,125,Petrol,Manual,59400,Green,Fair,1,Yes,Karachi,Islamabad,102000,2024-06-25
PK-62678062,PakWheels,Car,Kia,Picanto,2020,1000,Petrol,CVT,38000,Brown,Good,3,Yes,Sialkot,Gujranwala,2065000,2023-07-29
PK-41579206,PakWheels,Motorcycle,Suzuki,Gixxer 150,2023,150,Petrol,Manual,7000,Orange,Excellent,1,Yes,Islamabad,Lahore,385000,2023-02-25
PK-66843764,OLX,Car,Changan,Alsvin,2024,1500,Petrol,CVT,0,Red,Good,1,Yes,Larkana,Karachi,3858000,2024-01-20
PK-76319074,PakWheels,Motorcycle,Honda,CB 300R,2023,300,Petrol,Manual,9800,Black,Excellent,1,Yes,Larkana,Karachi,818000,2024-05-14
PK-77632223,PakWheels,Car,Changan,Alsvin,2021,1500,Hybrid,Manual,29500,Pearl White,Excellent,4,Yes,Sargodha,Islamabad,3506000,2023-03-06
PK-42239695,PakWheels,Motorcycle,Honda,CB 300R,2021,300,Petrol,Manual,19400,Grey,Fair,1,Yes,Sukkur,Faisalabad,595000,2024-09-18
PK-24961979,PakWheels,Car,Toyota,Vitz,2014,1000,Petrol,CVT,67500,Black,Good,2,No,Un-Registered,Gujranwala,1700000,2024-12-24
PK-59664794,OLX,Car,MG,HS,2024,1500,Petrol,Manual,0,Pearl White,Good,3,Yes,Lahore,Bahawalpur,8768000,2023-08-16
PK-14668357,OLX,Motorcycle,Road Prince,RP 125,2023,125,Petrol,Manual,6200,White,Good,1,No,Un-Registered,Faisalabad,134000,2024-01-27
PK-66824661,PakWheels,Car,Toyota,Corolla,2016,1800,CNG+Petrol,Automatic,108500,Golden,Excellent,1,No,Un-Registered,Lahore,2975000,2023-02-10
PK-31179349,OLX,Car,Toyota,Yaris,2021,1300,Hybrid,Automatic,56000,Beige,Good,1,Yes,Multan,Lahore,2500000,2023-02-22
PK-78225045,OLX,Motorcycle,Honda,CB 125F,2020,125,Petrol,Manual,38600,Orange,Good,2,Yes,Lahore,Islamabad,178000,2023-05-03
PK-26653600,OLX,Motorcycle,Yamaha,YBZ 125,2021,125,Petrol,Manual,32800,White,Excellent,1,Yes,Gujranwala,Peshawar,175000,2024-05-22
PK-93961787,PakWheels,Car,Kia,Sportage,2024,2000,Petrol,Automatic,0,Black,Excellent,2,Yes,Hyderabad,Karachi,7930000,2023-12-15
PK-62847572,PakWheels,Car,Honda,HR-V,2019,1500,Diesel,Manual,44000,Grey,Fair,2,Yes,Gujranwala,Rawalpindi,5950000,2024-01-05
PK-94163315,PakWheels,Motorcycle,Honda,CG 125,2017,125,Petrol,Manual,48000,Red,Fair,1,Yes,Rawalpindi,Lahore,102000,2024-07-17
PK-57608618,OLX,Car,Toyota,Hilux,2016,2800,Petrol,Manual,103000,Beige,Excellent,4,Yes,Bahawalpur,Lahore,6375000,2023-07-21
PK-72179688,PakWheels,Motorcycle,Suzuki,GS 150,2019,150,Petrol,Manual,37200,White,Good,2,Yes,Sargodha,Gujranwala,137000,2023-11-02
PK-12560649,OLX,Car,Suzuki,Swift,2019,1300,CNG+Petrol,Manual,65000,Red,Excellent,3,Yes,Sukkur,Karachi,1947000,2024-11-09
PK-49124853,OLX,Car,Honda,City,2016,1200,Hybrid,Manual,69500,Golden,Good,4,Yes,Peshawar,Rawalpindi,2380000,2024-03-12
